FOODCODE,DESCRIPTION,F_TOTAL (cup eq.),F_CITMLB (cup eq.),F_OTHER (cup eq.),F_JUICE (cup eq.),V_TOTAL (cup eq.),V_DRKGR (cup eq.),V_REDOR_TOTAL (cup eq.),V_REDOR_TOMATO (cup eq.),V_REDOR_OTHER (cup eq.),V_STARCHY_TOTAL (cup eq.),V_STARCHY_POTATO (cup eq.),V_STARCHY_OTHER (cup eq.),V_OTHER (cup eq.),V_LEGUMES (cup eq.),G_TOTAL (oz. eq.),G_WHOLE (oz. eq.),G_REFINED (oz. eq.),PF_TOTAL (oz. eq.),PF_MPS_TOTAL (oz. eq.),PF_MEAT (oz. eq.),PF_CUREDMEAT (oz. eq.),PF_ORGAN (oz. eq.),PF_POULT (oz. eq.),PF_SEAFD_HI (oz. eq.),PF_SEAFD_LOW (oz. eq.),PF_EGGS (oz. eq.),PF_SOY (oz. eq.),PF_NUTSDS (oz. eq.),PF_LEGUMES (oz. eq.),D_TOTAL (cup eq.),D_MILK (cup eq.),D_YOGURT (cup eq.),D_CHEESE (cup eq.),OILS (grams),SOLID_FATS (grams),ADD_SUGARS (tsp. eq.),A_DRINKS (no. of drinks)
22101200,"Pork chop, fried, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.44,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0
22101210,"Pork chop, fried, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.44,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0
22101220,"Pork chop, fried, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49,3.49,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22101300,"Pork chop, breaded or floured, fried, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,1.12,2.44,2.23,2.23,0,0,0,0,0,0.21,0,0,0,0,0,0,0,5.81,2.93,0.32,0
22101310,"Pork chop, breaded or floured, fried, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,1.12,2.44,2.23,2.23,0,0,0,0,0,0.21,0,0,0,0,0,0,0,5.81,2.93,0.32,0
22101320,"Pork chop, breaded or floured, fried, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,1.12,2.49,2.28,2.28,0,0,0,0,0,0.21,0,0,0,0,0,0,0,5.81,1.34,0.32,0
22101400,"Pork chop, battered, fried, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0.92,2.45,2.41,2.41,0,0,0,0,0,0.04,0,0,0,0.04,0.04,0,0,0,8.39,0.23,0
22101410,"Pork chop, battered, fried, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0.92,2.45,2.41,2.41,0,0,0,0,0,0.04,0,0,0,0.04,0.04,0,0,0,8.39,0.23,0
22101420,"Pork chop, battered, fried, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0.92,2.49,2.45,2.45,0,0,0,0,0,0.04,0,0,0,0.04,0.04,0,0,0,6.94,0.23,0
22101500,"Pork chop, stewed, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.44,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0
22101510,"Pork chop, stewed, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.44,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0
22101520,"Pork chop, stewed, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49,3.49,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22107000,"Pork chop, smoked or cured, cooked, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,3.06,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,13.31,0,0
22107010,"Pork chop, smoked or cured, cooked, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,3.06,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,13.31,0,0
22107020,"Pork chop, smoked or cured, cooked, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,3.53,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22201000,"Pork steak or cutlet, NS as to cooking method, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,3.23,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36,0,0
22201010,"Pork steak or cutlet, NS as to cooking method, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,3.23,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36,0,0
22201020,"Pork steak or cutlet, NS as to cooking method, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49,3.49,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22201050,"Pork steak or cutlet, battered, fried, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0.51,2.56,2.52,2.52,0,0,0,0,0,0.04,0,0,0,0.04,0.04,0,0,0,10.7,0.18,0
22201060,"Pork steak or cutlet, battered, fried, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0.51,2.56,2.52,2.52,0,0,0,0,0,0.04,0,0,0,0.04,0.04,0,0,0,10.7,0.18,0
22201070,"Pork steak or cutlet, battered, fried, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0.51,2.76,2.72,2.72,0,0,0,0,0,0.04,0,0,0,0.04,0.04,0,0,0,4.62,0.18,0
22201100,"Pork steak or cutlet, broiled or baked, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,3.23,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36,0,0
22201110,"Pork steak or cutlet, broiled or baked, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,3.23,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36,0,0
22201120,"Pork steak or cutlet, broiled or baked, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49,3.49,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22201200,"Pork steak or cutlet, fried, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,3.23,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36,0,0
22201210,"Pork steak or cutlet, fried, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,3.23,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36,0,0
22201220,"Pork steak or cutlet, fried, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49,3.49,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22201300,"Pork steak or cutlet, breaded or floured, broiled or baked, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0.69,2.83,2.83,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0
22201310,"Pork steak or cutlet, breaded or floured, broiled or baked, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0.69,2.83,2.83,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0
22201320,"Pork steak or cutlet, breaded or floured, broiled or baked, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0.69,3.08,3.08,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
22201400,"Pork steak or cutlet, breaded or floured, fried, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,1.14,2.37,2.16,2.16,0,0,0,0,0,0.21,0,0,0,0,0,0,0,2.97,7.22,0.32,0
22201410,"Pork steak or cutlet, breaded or floured, fried, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,1.12,2.29,2.08,2.08,0,0,0,0,0,0.21,0,0,0,0,0,0,0,5.81,7.13,0.32,0
22201420,"Pork steak or cutlet, breaded or floured, fried, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,1.12,2.49,2.28,2.28,0,0,0,0,0,0.21,0,0,0,0,0,0,0,5.81,1.34,0.32,0
22210300,"Pork, tenderloin, cooked, NS as to cooking method",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49,3.49,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22210310,"Pork, tenderloin, breaded, fried",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,1.05,2.3,2.11,2.11,0,0,0,0,0,0.19,0,0,0,0,0,0,0,10.89,1.25,0.3,0
22210350,"Pork, tenderloin, braised",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49,3.49,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22210400,"Pork, tenderloin, baked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49,3.49,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22210450,"Pork, tenderloin, battered, fried",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0.51,2.76,2.72,2.72,0,0,0,0,0,0.04,0,0,0,0.04,0.04,0,0,0,4.62,0.18,0
22300120,"Ham, fried, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,3.34,0,3.34,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0.26,0
22300130,"Ham, fried, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,3.34,0,3.34,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0.26,0
22300140,"Ham, fried, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,3.34,0,3.34,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0.24,0
22300150,"Ham, breaded or floured, fried, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0.45,3.01,2.92,0,2.92,0,0,0,0,0.09,0,0,0,0,0,0,0,4.22,0.45,0.31,0
22300160,"Ham, breaded or floured, fried, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0.45,3.01,2.92,0,2.92,0,0,0,0,0.09,0,0,0,0,0,0,0,4.22,0.45,0.31,0
22300170,"Ham, breaded or floured, fried, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.41,3.02,2.93,0,2.93,0,0,0,0,0.09,0,0,0,0,0,0,0,4.23,0.52,0.32,0
22301000,"Ham, fresh, cooked, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,3.18,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.11,0,0
22301110,"Ham, fresh, cooked, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,3.18,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.11,0,0
22301120,"Ham, fresh, cooked, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49,3.49,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0
22311000,"Ham, smoked or cured, cooked, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,3.53,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
22311010,"Ham, smoked or cured, cooked, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,3.53,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
22311020,"Ham, smoked or cured, cooked, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,3.53,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
22311450,"Ham, prosciutto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,3.53,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22311500,"Ham, smoked or cured, canned, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,3.53,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0
22311510,"Ham, smoked or cured, canned, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,3.53,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0
22311520,"Ham, smoked or cured, canned, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,3.53,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0
22321110,"Ham, smoked or cured, ground patty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,2.83,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,19.81,0.26,0
22400100,"Pork roast, NS as to cut, cooked, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,3.29,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87,0,0
22400110,"Pork roast, NS as to cut, cooked, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,3.29,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87,0,0
22400120,"Pork roast, NS as to cut, cooked, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,3.48,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0
22401000,"Pork roast, loin, cooked, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,3.29,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87,0,0
22401010,"Pork roast, loin, cooked, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,3.29,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87,0,0
22401020,"Pork roast, loin, cooked, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,3.48,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0
22402510,"Fried pork chunks, Puerto Rican style",0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0,3.34,3.34,3.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0
22411000,"Pork roast, shoulder, cooked, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,3.03,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.24,0,0
22411010,"Pork roast, shoulder, cooked, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,3.03,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.24,0,0
22411020,"Pork roast, shoulder, cooked, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66,0,0
22421000,"Pork roast, smoked or cured, cooked, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,3.53,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22421010,"Pork roast, smoked or cured, cooked, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,3.53,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22421020,"Pork roast, smoked or cured, cooked, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,3.53,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22431000,"Pork roll, cured, fried",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,2.78,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,21.07,0,0
22501010,"Canadian bacon, cooked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,3.53,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22600100,"Bacon, NS as to type of meat, cooked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,2.52,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,28.45,0,0
22600110,"Bacon, NS as to type of meat, reduced sodium, cooked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,3.11,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,11.82,0,0
22600200,"Pork bacon, NS as to fresh, smoked or cured, cooked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,2.52,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,28.45,0,0
22600210,"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,2.26,0,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,35.83,0,0
22601000,"Pork bacon, smoked or cured, cooked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,2.52,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,28.45,0,0
22601040,"Bacon or side pork, fresh, cooked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,2.52,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,28.45,0,0
22602010,"Pork bacon, smoked or cured, reduced sodium, cooked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,2.26,0,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,35.83,0,0
22621000,"Salt pork, cooked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.93,0,0
22621100,"Fat back, cooked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.93,0,0
22701000,"Pork, spareribs, cooked, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,2.69,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.98,0,0
22701010,"Pork, spareribs, cooked, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,2.69,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.98,0,0
22701020,"Pork, spareribs, cooked, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22701030,"Pork, spareribs, barbecued, with sauce, NS as to fat eaten",0,0,0,0,0.04,0,0.04,0.04,0,0,0,0,0,0,0,0,0,1.87,1.87,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.17,2.28,0
22701040,"Pork, spareribs, barbecued, with sauce, lean and fat eaten",0,0,0,0,0.04,0,0.04,0.04,0,0,0,0,0,0,0,0,0,1.87,1.87,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.17,2.28,0
22701050,"Pork, spareribs, barbecued, with sauce, lean only eaten",0,0,0,0,0.04,0,0.04,0.04,0,0,0,0,0,0,0,0,0,2.35,2.35,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46,2.28,0
22704010,"Pork, cracklings, cooked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.09,0,0
22705010,"Pork ears, tail, head, snout, miscellaneous parts, cooked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32,3.32,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04,0,0
22706010,"Pork, neck bones, cooked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,3.52,1.76,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22707010,"Pork, pig's feet, cooked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,3.24,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0
22707020,"Pork, pig's feet, pickled",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0
22708010,"Pork, pig's hocks, cooked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.3,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52,0,0
22709010,Pork skin rinds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3,0,0
22709110,"Pork skin, boiled",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.55,0,0
22810010,"Ham, baby food, strained",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,2.65,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22820000,"Meat stick, baby food",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,2.38,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.62,0.12,0
23000100,"Lamb, NS as to cut, cooked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,3.05,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75,0,0
23101000,"Lamb chop, NS as to cut, cooked, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,2.97,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.09,0,0
23101010,"Lamb chop, NS as to cut, cooked, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,2.97,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.09,0,0
23101020,"Lamb chop, NS as to cut, cooked, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,3.48,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
23104000,"Lamb, loin chop, cooked, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,2.97,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.09,0,0
23104010,"Lamb, loin chop, cooked, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,2.97,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.09,0,0
23104020,"Lamb, loin chop, cooked, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,3.48,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
23107000,"Lamb, shoulder chop, cooked, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,3.09,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.69,0,0
23107010,"Lamb, shoulder chop, cooked, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,3.09,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.69,0,0
23107020,"Lamb, shoulder chop, cooked, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.44,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0
23110000,"Lamb, ribs, cooked, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,3.36,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01,0,0
23110010,"Lamb, ribs, cooked, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,2.71,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,0,0
23110050,"Lamb, ribs, cooked, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,2.71,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,0,0
23111010,"Lamb hocks, cooked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,3.34,3.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57,0,0
23120100,"Lamb, roast, cooked, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,3.15,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.78,0,0
23120110,"Lamb, roast, cooked, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,3.15,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.78,0,0
23120120,"Lamb, roast, cooked, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47,3.47,3.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0
23132000,"Lamb, ground or patty, cooked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,3.1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.34,0,0
23150100,"Goat, boiled",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23150200,"Goat, fried",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,3.44,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0
23150250,"Goat, baked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23150270,"Goat head, cooked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,3.48,2.34,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0
23150300,"Goat ribs, cooked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23200100,"Veal, NS as to cut, cooked, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.42,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0,0
23200110,"Veal, NS as to cut, cooked, lean and fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.42,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0,0
23200120,"Veal, NS as to cut, cooked, lean only eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23201010,"Veal chop, NS as to cooking method, NS as to fat eaten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,3.38,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0
